id,title,company,location,country,country_code,category,contract_type,contract_time,salary_min,salary_max,date_posted,description,role_category,search_query,url,desc_length
de_5656741250,Machine Learning Engineer - AI Insights (gn) fulltime/parttime (hybrid),DKV Mobility Services,Deutschland,Germany,de,IT-Stellen,,full_time,,,2026-03-06,"Machine Learning Engineer - AI Insights (gn) fulltime/parttime (hybrid) Your job at DKV Mobility? As part of a leading European B2B platform for on-the-road payment solutions, you will work in an exciting environment. Our tasks are defined by our Purpose: To drive the transition towards an efficient and sustainable future of mobility. We offer you numerous opportunities to help shape the mobility of tomorrow in a dynamic and agile environment. Our approximately 2,700 employees throughout Europe…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5656741250?utm_medium=api&utm_source=c5693b3d,500
de_5722141320,Machine Learning Engineer - AI Trainer - Freelance - 8-20 hrs/week,10x Team,"Bernau bei Berlin, Barnim (Kreis)",Germany,de,IT-Stellen,contract,,170560.0,274560.0,2026-05-07,Updated: 27 April 2026 Freelance | 8–20 hrs/week | Remote (EU/UK) Are you an experienced machine learning engineer who instinctively spots gaps in AI reasoning and understands the complex realities of ML practice? Do you have 8 to 20 hours per week available alongside your main job or consulting projects? Join us in shaping how AI understands and applies machine learning expertise at scale. About the Role 10x.team connects expert freelancers with leading AI labs building next-generation models.…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5722141320?utm_medium=api&utm_source=c5693b3d,500
de_5720237767,AI Engineer,zellerfeld,"Bahrenfeld, Hamburg",Germany,de,Unknown,,full_time,,,2026-05-06,"Your mission To design, develop, and deploy innovative artificial intelligence and machine learning models that enhance our product capabilities, improve maintanance, drive user engagement, and solve complex business problems. The AI Engineer will be a key contributor to our company's growth and technological advancement. Key Responsibilities: Design, build, and maintain scalable and robust AI/ML models and pipelines. Collaborate with data scientists, software engineers, and product managers to…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5720237767?utm_medium=api&utm_source=c5693b3d,500
de_4977805107,Drone Pilot for AI Training and Data Collection,TSMG,"Berlin, Deutschland",Germany,de,IT-Stellen,,full_time,,,2024-12-14,"We are seeking an experienced and highly skilled Drone Pilot to assist in the development and training of AI models, specifically in the areas of computer vision, sensor fusion, and autonomous navigation. The ideal candidate will be responsible for collecting high-quality data in real-world environments, contributing to the optimization of AI algorithms that power autonomous systems. As a Drone Pilot for AI & Autonomous Systems Training, you will operate advanced drones to capture data essentia…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/4977805107?utm_medium=api&utm_source=c5693b3d,500
de_5606746873,Full Stack Engineer,Revive It Recruitment,Deutschland,Germany,de,Stellen aus Personal & Personalbeschaffung,,full_time,75000.0,100000.0,2026-01-30,"Job Description Senior Full-Stack Product Engineer - AI / Machine Learning Digital Health | AI-Driven Munich (Hybrid) - 2-3 days home office We’re partnered with a well-funded digital health start-up on a mission to transform care for chronically ill patients by combining on-site medical excellence with modern software, data and AI. This is a hands-on product engineering role where you’ll build real solutions used daily in clinical practice, not slideware, not “innovation theatre”. What you’ll …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5606746873?utm_medium=api&utm_source=c5693b3d,500
de_5698880042,Data Scientist - KI (m/w/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Germany,de,Unknown,,,,,2026-04-14,"Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Schäden digital und intelligent zu …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5698880042?utm_medium=api&utm_source=c5693b3d,500
de_5723830736,Senior Machine Learning Engineer (w/m/d),HUK-COBURG Versicherungsgruppe,"Coburg, Coburg (Kreis)",Germany,de,IT-Stellen,,full_time,50000.0,80000.0,2026-05-09,"Salary: 50.000 - 80.000 € per year Requirements: Abgeschlossenes Studium (mindestens Master, idealerweise Promotion) in Data Science, Machine Learning, Mathematik, Physik, Informatik oder einem verwandten Fachgebiet Mehrjährige praktische Erfahrung als Machine Learning/AI Engineer, idealerweise in einer Senior-Rolle mit Projektverantwortung Fundierte theoretische und praktische Kenntnisse im Bereich Machine Learning Engineering, beispielsweise: Container (Docker), Kubernetes, IaC, CI/CD, MLflow…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5723830736?utm_medium=api&utm_source=c5693b3d,500
de_5719989030,Machine Learning Engineer,Your Personal AI,Deutschland,Germany,de,IT-Stellen,,full_time,,,2026-05-06,"We are looking for a highly skilled and innovative Machine Learning Engineer to join our dynamic team at Your Personal AI . In this role, you will be responsible for designing, developing, and deploying state-of-the-art machine learning models that drive the core of our AI-driven solutions. You will collaborate closely with cross-functional teams to identify challenges, create scalable algorithms, and implement machine learning systems that solve real-world problems. Machine Learning Engineer a…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5719989030?utm_medium=api&utm_source=c5693b3d,500
de_5709107590,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"München, München (Kreis)",Germany,de,Unknown,,,,,2026-04-24,Description Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. …,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5709107590?utm_medium=api&utm_source=c5693b3d,500
de_5709107588,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"Berlin, Deutschland",Germany,de,Unknown,,,,,2026-04-24,Description Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. …,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5709107588?utm_medium=api&utm_source=c5693b3d,500
de_5710007644,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"Berlin, Deutschland",Germany,de,Unknown,,,,,2026-04-25,Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. As an Applie…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5710007644?utm_medium=api&utm_source=c5693b3d,500
de_5710007658,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,"München, München (Kreis)",Germany,de,Unknown,,,,,2026-04-25,Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. As an Applie…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5710007658?utm_medium=api&utm_source=c5693b3d,500
de_5710535791,"Applied Science Manager, AWS Generative AI Innovation Center",Amazon,Deutschland,Germany,de,IT-Stellen,,full_time,,,2026-04-25,Amazon launched the Generative AI Innovation Center (GenAIIC) in June 2023 to help AWS customers accelerate the use of Generative AI to solve business and operational problems and promote innovation in their organization (https://press.aboutamazon.com/2023/6/aws-announces- generative-ai-innovation-center). GenAIIC provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and in the cloud. As an Applie…,AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5710535791?utm_medium=api&utm_source=c5693b3d,500
de_5719904570,Staff Backend Developer (Python),Rise Technical Recruitment,"Hamburg, Deutschland",Germany,de,Sonstige/Allgemeine Stellen,permanent,full_time,80000.0,110000.0,2026-05-06,"Senior Applied Research Engineer - Optimisation, Simulation & ML Hamburg - Permanent Employee, Full-Time, Hybrid (Monday & Friday remote) €80,000 - €110,000  Holiday  Flexible working hours Excellent opportunity for a Senior Applied Research Engineer to join an innovative start-up that is using data and AI to optimise the product planning and scheduling solutions for process manufacturing. This company uses technology and real-time data to create a planning system that increases client's profit…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5719904570?utm_medium=api&utm_source=c5693b3d,500
de_5330331653,AI Engineer,Hirefive,Deutschland,Germany,de,Unknown,,full_time,,,2025-07-31,"TITLE: AI Engineer (Junior or senior) LOCATION : Karlsruhe or Munich SALARY: From €50'000 to €90'000 depending on experience FLEXIBILITY: 3-4 days per week working from home COMPANY: Our client is a Series A funded Start-Up offering a cloud-based development and deployment platform that simplifies the process of building, deploying, and scaling applications. Their product transforms deployment into a developer-centric self-service experience, reducing time-to-market and costs. It eliminates the…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5330331653?utm_medium=api&utm_source=c5693b3d,500
de_5685848375,Computer Science M.Sc. (Duales Studium 2026/27) | HAM,Hochschule für angewandtes Management,"Leipzig (Kreis), Sachsen",Germany,de,Unknown,,,,,2026-04-01,"Direkt zum Studiengang Teamleiter, Projektmanager, Consultant… Deine Transformation zur IT-Führungskraft beginnt hier. „Die größere Gefahr für die meisten von uns liegt nicht darin, unsere Ziele zu hoch zu setzen und sie nicht zu erreichen, sondern unsere Ziele zu niedrig zu setzen und sie zu erreichen .“– Michelangelo Ein Master in Computer Science ermutigt dich , hoch zu zielen und deine Träume zu verwirklichen . In diesem Studiengang entwickelst du bahnbrechende KI-Algorithmen , extrahierst …",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/land/ad/5685848375?se=IoPHUItL8RGnMap5hKkm1g&utm_medium=api&utm_source=c5693b3d&v=8AB9427FABF1EA69F1AB4FF32C5438D1C8704A24,500
de_5645437725,Principal Product Manager,Pipedrive,"Berlin, Deutschland",Germany,de,IT-Stellen,,full_time,,,2026-02-25,"We believe it takes great people to create a great product. That’s why our team lives our company values, and we hire based on them, too. Since 2010, Pipedrive has been on a mission to support sales and marketing teams with easy-to-use, powerful tools that make everyday work faster and easier. Today, our cloud-based software is trusted by over 100,000 companies and used in 179 countries. We have grown from a five-person team to a truly international company of over 850 people, representing more…",AI_Engineering,AI Engineer Machine Learning,https://www.adzuna.de/details/5645437725?utm_medium=api&utm_source=c5693b3d,500
de_5705715711,W2 Professorship for AI Infrastructure (f/m/d),Technische Hochschule Würzburg-Schweinfurt,"Würzburg, Würzburg (Kreis)",Germany,de,Unknown,,,,,2026-04-21,"The Technical University of Applied Sciences Würzburg-Schweinfurt (THWS) is one of the largest practice-oriented higher education institutions in Bavaria. With focus areas ranging from technology over social sciences and economics to design and languages, THWS covers a wide subject spectrum. We accompany around 9,300 students in more than 70 degree programmes on their educational path. We tackle the challenges to all of society, like the energy system transformation, or the climate crisis, with…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/land/ad/5705715711?se=sCJmV4tL8RGnMap5hKkm1g&utm_medium=api&utm_source=c5693b3d&v=2FB62845CC665D35227B04A0C1DCCA0D5FEE4986,500
de_5695174674,W2 Professorship for AI Infrastructure (f/m/d),Technische Hochschule Würzburg-Schweinfurt,"Zell am Main, Würzburg (Kreis)",Germany,de,Lehrberufe,,,,,2026-04-10,"For an initial period of five years, the scientist shall, in addition to teaching, initiate and carry out application-oriented research and development projects (up to nine weekly hours per semester, i.e. 50 percent of the current teaching load, are allocated for the latter). Furthermore, the scientist shall promote networking of users, processors and tool manufacturers, and implement practice-oriented projects - also and especially in the course of teaching. The position is permanent. Individu…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/land/ad/5695174674?se=sCJmV4tL8RGnMap5hKkm1g&utm_medium=api&utm_source=c5693b3d&v=43CC4929DF03B98908FC359D7F03E98604020E51,500
de_5709731401,Sr. Product Manager,vCluster Labs,"Berlin, Deutschland",Germany,de,Unknown,,full_time,115000.0,130000.0,2026-04-24,"As vCluster's Senior Product Manager, you'll own technical direction across one of three product surfaces — the vCluster platform , vNode , or vMetal . You'll partner directly with the Head of Product and Engineering leadership on the decisions that shape where the product goes next. Your Role as a Senior Product Manage r Technical Roadmap Ownership: Set the roadmap for your product surface and translate strategy into specs engineering can execute against. We'll align scope to your background —…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/details/5709731401?utm_medium=api&utm_source=c5693b3d,500
de_5717305536,Staff Product Manager,vCluster Labs,"Berlin, Deutschland",Germany,de,Unknown,,full_time,115000.0,130000.0,2026-05-02,"We're hiring a senior PM to own technical direction across one of three product surfaces — the vCluster platform , vNode , or vMetal . You'll partner directly with the Head of Product and Engineering leadership on the decisions that shape where the product goes next. Your Role as a Senior Product Manager Technical Roadmap Ownership: Set the roadmap for your product surface and translate strategy into specs engineering can execute against. We'll align scope to your background — a hyperscaler Kaa…",AI_Engineering,MLOps AI Infrastructure,https://www.adzuna.de/details/5717305536?utm_medium=api&utm_source=c5693b3d,500
de_5710699456,AI Architect,Darwin Recruitment,"Allach-Untermenzing, München",Germany,de,IT-Stellen,contract,full_time,,,2026-04-26,"Role: AI Solutions Architect (Azure) Location: 100% remote Start date: May 2026 Length: 12 month contract, with option to extend or convert to full time About: Enterprise manufacturing organisation with 50 AI initiatives launching this year. Looking for a Senior AI Solutions Architect to design and deliver production-grade AI solutions within Azure. Essential Skills: Proven delivery of AI solutions into live production environments on Azure Deep experience with Azure OpenAI, Azure Machine Learn…",AI_Engineering,AI Architect Solution Design,https://www.adzuna.de/details/5710699456?utm_medium=api&utm_source=c5693b3d,500
de_5703941729,Fullstack Engineer,WongDoody,Deutschland,Germany,de,Stellen aus Kreation & Design,,,,,2026-04-18,"WongDoody creates human experiences at 22 studios across 4 continents. We believe the future can be molded. And by shaping human experiences through creativity and tech, we work to build a future we believe in. For us, this starts with our own culture. We strive to create an inclusive environment where every human can bring their whole self to work. Our clients are brands we believe in, from global big players to local heroes to startups we love. With each of our partners, we embark on a journe…",AI_Engineering,AI Architect Solution Design,https://www.adzuna.de/details/5703941729?utm_medium=api&utm_source=c5693b3d,500
de_5713856095,"Solution Engineer, Banking Germany | Lead",Salesforce,"Düsseldorf, Nordrhein-Westfalen",Germany,de,Stellen aus Buchhaltung & Finanzwesen,,full_time,,,2026-04-29,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts. Job Category Sales Job Details About Salesforce Salesforce is the 1 AI CRM, where humans with agents drive customer success together. Here, ambition meets action. Tech meets trust. And innovation isn’t a buzzword — it’s a way of life. The world of work as we know it is changing and we're looking for Trailblazers who are passionate about bettering bu…",AI_Engineering,AI Architect Solution Design,https://www.adzuna.de/details/5713856095?utm_medium=api&utm_source=c5693b3d,500
de_5483605320,"AI Deployment Strategist - Munich, Germany",Mistral AI,"Altstadt-Lehel, München",Germany,de,IT-Stellen,,full_time,,,2025-11-06,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life. We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether on-premises or in cloud environments. Our offerings include le Chat, the AI assistant for life and work. …",AI_Engineering,AI Architect Solution Design,https://www.adzuna.de/details/5483605320?utm_medium=api&utm_source=c5693b3d,500
de_5479788593,"AI Deployment Strategist - Munich, Germany",Mistral AI,"München, München (Kreis)",Germany,de,IT-Stellen,,full_time,,,2025-11-04,"About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integrate seamlessly into daily working life. We democratize AI through high-performance, optimized, open-source and cutting-edge models, products and solutions. Our comprehensive AI platform is designed to meet enterprise needs, whether on-premises or in cloud environments. Our offerings include le Chat, the AI assistant for life and work. …",AI_Engineering,AI Architect Solution Design,https://www.adzuna.de/details/5479788593?utm_medium=api&utm_source=c5693b3d,500
de_5722141704,"AI Deployment Strategist - Munich, Germany",Mistral AI,"München, München (Kreis)",Germany,de,IT-Stellen,,full_time,,,2026-05-07,"About Mistral We are a dynamic, collaborative team passionate about AI and its potential to transform society. Our diverse workforce thrives in competitive environments and is committed to driving innovation. Our teams are distributed between Europe, North America, Asia and the Middle East. We are creative, low-ego and team-spirited. About Mistral At Mistral AI, we believe in the power of AI to simplify tasks, save time, and enhance learning and creativity. Our technology is designed to integra…",AI_Engineering,AI Architect Solution Design,https://www.adzuna.de/details/5722141704?utm_medium=api&utm_source=c5693b3d,500
de_5697022341,Senior AI/ML Engineer,SumUp,"Berlin, Deutschland",Germany,de,Unknown,,,,,2026-04-11,"At SumUp, we are motivated by the purpose of levelling the playing field for small businesses. We empower small business owners by creating simple and affordable tools to manage payments, finance and customer relationships. We are a passionate team that thrives on human connection, autonomy and the desire to constantly learn, guided by our values: Founder’s Mentality, Team First, and We Care. We want to build an enduring organisation that is people-positive, disciplined and that constantly inno…",AI_Engineering,AI Architect Solution Design,https://www.adzuna.de/details/5697022341?utm_medium=api&utm_source=c5693b3d,500
de_5723024293,IT-Consultant (m/w/d) für AI/KI-Technologien und Anwendungen,Beckhoff Automation GmbH & Co. KG,"Verl, Gütersloh (Kreis)",Germany,de,Unknown,,,,,2026-05-08,"Als inhabergeführtes Familienunternehmen realisieren wir seit 1980 innovative Automatisierungssysteme auf der Grundlage PC-basierter Steuerungstechnik. Seit der Gründung ist unser Unternehmen kontinuierlich gewachsen. Heute erwirtschaften wir mit 5.450 Mitarbeitenden (Februar 2026) und Vertretungen in insgesamt über 75 Ländern weltweit einen Umsatz von 1,24 Mrd. Euro (Geschäftsjahr 2025). Wenn Sie bereit sind, Ihre Fähigkeiten und Ihr Engagement in einem wachsenden, internationalen Technologieu…",AI_Engineering,Generative AI Large Language Model,https://www.adzuna.de/land/ad/5723024293?se=EF_DXYtL8RGHY9bA3YfIxQ&utm_medium=api&utm_source=c5693b3d&v=3300C1DB60FDD6A82197AF3C9DD64FC50B0C0246,500
de_5714019990,Senior AI Engineer (m/w/d),Peak One GmbH,"Wurmlingen, Tuttlingen (Kreis)",Germany,de,IT-Stellen,permanent,full_time,75000.0,85000.0,2026-04-30,"Unser Auftraggeber ist ein zukunftsorientiertes, technologiegetriebenes Unternehmen mit internationalem Fokus. Das dynamische Umfeld ist geprägt durch Innovation, nachhaltiges Wachstum und die strategische Transformation digitaler Geschäftsprozesse. In einem interdisziplinären Team arbeiten Sie an der Spitze modernster KI-Technologien und gestalten die digitale Zukunft aktiv mit. Ihre Aufgaben Strategische Konzeption und teilweise Entwicklung von LLM-basierten Anwendungen sowie AI Agents zur um…",AI_Engineering,Generative AI Large Language Model,https://www.adzuna.de/details/5714019990?utm_medium=api&utm_source=c5693b3d,500
de_5723180502,Wirtschaftsinformatiker als IT Consultant (m/w/d),Beckhoff Automation GmbH & Co. KG,"Verl, Gütersloh (Kreis)",Germany,de,Unknown,,,,,2026-05-08,"Als inhabergeführtes Familienunternehmen realisieren wir seit 1980 innovative Automatisierungssysteme auf der Grundlage PC-basierter Steuerungstechnik. Seit der Gründung ist unser Unternehmen kontinuierlich gewachsen. Heute erwirtschaften wir mit 5.450 Mitarbeitenden (Februar 2026) und Vertretungen in insgesamt über 75 Ländern weltweit einen Umsatz von 1,24 Mrd. Euro (Geschäftsjahr 2025). Wenn Sie bereit sind, Ihre Fähigkeiten und Ihr Engagement in einem wachsenden, internationalen Technologieu…",AI_Engineering,Generative AI Large Language Model,https://www.adzuna.de/details/5723180502?utm_medium=api&utm_source=c5693b3d,500
